state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Vermont,2/21/2020,4.0,1.0,6.0,11.0,-3.0,1.0
Virginia,2/21/2020,-3.0,-7.0,-7.0,-2.0,-4.0,3.0
Washington,2/21/2020,3.0,-1.0,55.0,4.0,-1.0,-1.0
West Virginia,2/21/2020,0.0,-7.0,3.0,-2.0,2.0,1.0
Wisconsin,2/21/2020,2.0,0.0,9.0,4.0,2.0,1.0
Wyoming,2/21/2020,3.0,7.0,14.0,16.0,4.0,0.0
Alabama,2/22/2020,5.0,4.0,46.0,13.0,6.0,-1.0
Alaska,2/22/2020,5.0,3.0,13.0,3.0,4.0,-1.0
Arizona,2/22/2020,-2.0,-4.0,-42.0,-6.0,-4.0,3.0
Arkansas,2/22/2020,3.0,2.0,18.0,2.0,3.0,0.0
California,2/22/2020,0.0,0.0,-3.0,-4.0,1.0,1.0
Colorado,2/22/2020,3.0,7.0,4.0,5.0,4.0,-1.0
Connecticut,2/22/2020,10.0,-1.0,74.0,10.0,3.0,-2.0
Delaware,2/22/2020,8.0,4.0,60.0,16.0,5.0,-1.0
District of Columbia,2/22/2020,0.0,4.0,25.0,5.0,2.0,-1.0
Florida,2/22/2020,3.0,0.0,8.0,2.0,1.0,0.0
Georgia,2/22/2020,5.0,0.0,48.0,4.0,4.0,-1.0
Hawaii,2/22/2020,3.0,1.0,20.0,0.0,1.0,-1.0
Idaho,2/22/2020,6.0,6.0,40.0,9.0,2.0,-1.0
Illinois,2/22/2020,11.0,9.0,57.0,10.0,7.0,-2.0
Indiana,2/22/2020,13.0,7.0,69.0,12.0,4.0,-2.0
Iowa,2/22/2020,10.0,14.0,51.0,3.0,5.0,-2.0
Kansas,2/22/2020,5.0,1.0,56.0,6.0,4.0,-1.0
Kentucky,2/22/2020,9.0,9.0,68.0,10.0,5.0,-2.0
Louisiana,2/22/2020,9.0,9.0,27.0,41.0,0.0,-2.0
Maine,2/22/2020,6.0,-3.0,23.0,10.0,-1.0,-1.0
Maryland,2/22/2020,5.0,3.0,52.0,6.0,4.0,-2.0
Massachusetts,2/22/2020,5.0,-2.0,49.0,5.0,1.0,-1.0
Michigan,2/22/2020,9.0,4.0,56.0,17.0,8.0,-2.0
Minnesota,2/22/2020,5.0,5.0,26.0,5.0,3.0,-1.0
Mississippi,2/22/2020,6.0,5.0,20.0,12.0,2.0,-1.0
Missouri,2/22/2020,7.0,10.0,63.0,8.0,6.0,-2.0
Montana,2/22/2020,8.0,6.0,5.0,5.0,1.0,-1.0
Nebraska,2/22/2020,11.0,6.0,73.0,8.0,0.0,-2.0
Nevada,2/22/2020,0.0,-3.0,-12.0,-2.0,-2.0,1.0
New Hampshire,2/22/2020,4.0,-3.0,39.0,27.0,3.0,-1.0
New Jersey,2/22/2020,7.0,1.0,59.0,6.0,4.0,-1.0
New Mexico,2/22/2020,2.0,3.0,-9.0,-1.0,0.0,0.0
New York,2/22/2020,8.0,0.0,29.0,3.0,4.0,-1.0
North Carolina,2/22/2020,3.0,-4.0,30.0,4.0,3.0,0.0
North Dakota,2/22/2020,12.0,4.0,30.0,9.0,4.0,-2.0
Ohio,2/22/2020,9.0,4.0,68.0,8.0,3.0,-2.0
Oklahoma,2/22/2020,3.0,2.0,10.0,4.0,3.0,0.0
Oregon,2/22/2020,6.0,3.0,72.0,9.0,3.0,-2.0
Pennsylvania,2/22/2020,9.0,3.0,53.0,6.0,4.0,-1.0
Rhode Island,2/22/2020,8.0,-4.0,89.0,5.0,2.0,-1.0
South Carolina,2/22/2020,5.0,1.0,27.0,7.0,3.0,-1.0
South Dakota,2/22/2020,7.0,9.0,34.0,3.0,2.0,-1.0
Tennessee,2/22/2020,6.0,4.0,61.0,5.0,5.0,-2.0
Texas,2/22/2020,3.0,1.0,13.0,3.0,4.0,-1.0
Utah,2/22/2020,3.0,7.0,22.0,4.0,3.0,0.0
Vermont,2/22/2020,9.0,0.0,53.0,25.0,2.0,-1.0
Virginia,2/22/2020,4.0,2.0,32.0,6.0,2.0,-1.0
Washington,2/22/2020,4.0,0.0,44.0,9.0,0.0,-1.0
West Virginia,2/22/2020,8.0,0.0,42.0,3.0,3.0,-1.0
Wisconsin,2/22/2020,11.0,9.0,50.0,9.0,5.0,-2.0
Wyoming,2/22/2020,7.0,9.0,16.0,14.0,4.0,-1.0
Alabama,2/23/2020,3.0,2.0,24.0,16.0,2.0,0.0
Alaska,2/23/2020,12.0,4.0,16.0,1.0,2.0,-1.0
Arizona,2/23/2020,6.0,1.0,6.0,7.0,1.0,0.0
Arkansas,2/23/2020,0.0,-1.0,-32.0,1.0,1.0,1.0
California,2/23/2020,4.0,1.0,16.0,3.0,2.0,0.0
Colorado,2/23/2020,-4.0,-2.0,-37.0,-3.0,-1.0,2.0
Connecticut,2/23/2020,9.0,0.0,64.0,14.0,2.0,-1.0
Delaware,2/23/2020,6.0,5.0,60.0,11.0,2.0,-1.0
District of Columbia,2/23/2020,3.0,2.0,25.0,7.0,3.0,-1.0
Florida,2/23/2020,5.0,2.0,20.0,4.0,0.0,0.0
Georgia,2/23/2020,2.0,1.0,20.0,3.0,1.0,-1.0
Hawaii,2/23/2020,2.0,0.0,16.0,2.0,1.0,0.0
Idaho,2/23/2020,12.0,7.0,44.0,9.0,2.0,-1.0
Illinois,2/23/2020,11.0,9.0,104.0,7.0,4.0,-2.0
Indiana,2/23/2020,9.0,6.0,83.0,8.0,3.0,-1.0
Iowa,2/23/2020,14.0,22.0,83.0,3.0,5.0,-2.0
Kansas,2/23/2020,13.0,2.0,19.0,1.0,2.0,0.0
Kentucky,2/23/2020,4.0,5.0,43.0,6.0,2.0,-1.0
Louisiana,2/23/2020,17.0,11.0,42.0,33.0,1.0,-2.0
Maine,2/23/2020,14.0,10.0,55.0,33.0,6.0,-2.0
Maryland,2/23/2020,6.0,4.0,75.0,6.0,3.0,-1.0
Massachusetts,2/23/2020,9.0,1.0,66.0,6.0,3.0,-1.0
Michigan,2/23/2020,12.0,6.0,90.0,18.0,6.0,-2.0
Minnesota,2/23/2020,11.0,8.0,44.0,6.0,3.0,-2.0
Mississippi,2/23/2020,4.0,2.0,12.0,12.0,1.0,0.0
Missouri,2/23/2020,12.0,8.0,54.0,6.0,5.0,-1.0
Montana,2/23/2020,10.0,5.0,-6.0,8.0,3.0,0.0
Nebraska,2/23/2020,11.0,6.0,43.0,7.0,5.0,-1.0
Nevada,2/23/2020,5.0,4.0,27.0,5.0,0.0,-1.0
New Hampshire,2/23/2020,6.0,-2.0,40.0,28.0,4.0,-2.0
New Jersey,2/23/2020,6.0,2.0,104.0,5.0,2.0,-1.0
New Mexico,2/23/2020,2.0,1.0,-25.0,1.0,1.0,1.0
New York,2/23/2020,9.0,2.0,54.0,3.0,3.0,-1.0
North Carolina,2/23/2020,3.0,-3.0,24.0,4.0,2.0,0.0
North Dakota,2/23/2020,11.0,7.0,17.0,11.0,3.0,-2.0
Ohio,2/23/2020,7.0,3.0,77.0,6.0,3.0,-1.0
Oklahoma,2/23/2020,0.0,-2.0,-38.0,0.0,0.0,1.0
Oregon,2/23/2020,10.0,2.0,-11.0,3.0,1.0,0.0
Pennsylvania,2/23/2020,11.0,5.0,100.0,4.0,3.0,-1.0
Rhode Island,2/23/2020,12.0,-2.0,106.0,8.0,4.0,-1.0
South Carolina,2/23/2020,5.0,1.0,17.0,12.0,3.0,-1.0
South Dakota,2/23/2020,13.0,17.0,46.0,6.0,5.0,-2.0
Tennessee,2/23/2020,3.0,1.0,7.0,2.0,1.0,0.0
Texas,2/23/2020,4.0,1.0,-11.0,3.0,1.0,0.0
Utah,2/23/2020,11.0,13.0,42.0,7.0,2.0,-1.0
Vermont,2/23/2020,12.0,7.0,47.0,7.0,3.0,-2.0
Virginia,2/23/2020,5.0,3.0,43.0,7.0,2.0,-1.0
Washington,2/23/2020,10.0,0.0,-11.0,3.0,1.0,0.0
West Virginia,2/23/2020,8.0,4.0,50.0,9.0,3.0,-1.0
Wisconsin,2/23/2020,15.0,10.0,65.0,8.0,5.0,-2.0
Wyoming,2/23/2020,8.0,8.0,7.0,0.0,3.0,0.0
Alabama,2/24/2020,-2.0,-3.0,-13.0,2.0,-2.0,2.0
Alaska,2/24/2020,4.0,1.0,7.0,4.0,3.0,0.0
Arizona,2/24/2020,5.0,1.0,15.0,5.0,3.0,0.0
Arkansas,2/24/2020,3.0,0.0,-9.0,-1.0,1.0,1.0
California,2/24/2020,2.0,0.0,12.0,1.0,4.0,0.0
Colorado,2/24/2020,0.0,0.0,-7.0,3.0,8.0,0.0
Connecticut,2/24/2020,4.0,2.0,45.0,3.0,4.0,0.0
Delaware,2/24/2020,2.0,1.0,19.0,3.0,4.0,-1.0
District of Columbia,2/24/2020,-2.0,-7.0,11.0,2.0,5.0,1.0
Florida,2/24/2020,3.0,1.0,12.0,3.0,2.0,0.0
Georgia,2/24/2020,-5.0,-4.0,-21.0,-2.0,1.0,1.0
Hawaii,2/24/2020,1.0,-1.0,6.0,4.0,2.0,0.0
Idaho,2/24/2020,5.0,5.0,18.0,4.0,9.0,-2.0
Illinois,2/24/2020,1.0,6.0,-2.0,0.0,2.0,0.0
Indiana,2/24/2020,1.0,-2.0,-8.0,1.0,2.0,1.0
Iowa,2/24/2020,1.0,11.0,8.0,-3.0,4.0,0.0
Kansas,2/24/2020,0.0,-2.0,-8.0,-4.0,5.0,0.0
Kentucky,2/24/2020,-2.0,-1.0,-20.0,-3.0,2.0,2.0
Louisiana,2/24/2020,16.0,8.0,37.0,14.0,-15.0,3.0
Maine,2/24/2020,6.0,4.0,22.0,8.0,3.0,0.0
Maryland,2/24/2020,1.0,-1.0,10.0,-1.0,4.0,0.0
Massachusetts,2/24/2020,4.0,0.0,51.0,1.0,4.0,-1.0
Michigan,2/24/2020,1.0,0.0,14.0,6.0,2.0,0.0
Minnesota,2/24/2020,4.0,3.0,5.0,5.0,3.0,-1.0
Mississippi,2/24/2020,2.0,0.0,-9.0,2.0,-2.0,2.0
Missouri,2/24/2020,-2.0,0.0,-15.0,-3.0,3.0,1.0
Montana,2/24/2020,1.0,0.0,-9.0,3.0,3.0,0.0
Nebraska,2/24/2020,4.0,6.0,24.0,4.0,3.0,0.0
Nevada,2/24/2020,3.0,3.0,14.0,4.0,3.0,0.0
New Hampshire,2/24/2020,5.0,-2.0,58.0,13.0,-9.0,1.0
New Jersey,2/24/2020,1.0,0.0,46.0,1.0,3.0,0.0
New Mexico,2/24/2020,4.0,5.0,9.0,5.0,3.0,-1.0
New York,2/24/2020,3.0,0.0,25.0,-1.0,4.0,0.0
North Carolina,2/24/2020,-1.0,-3.0,-3.0,3.0,3.0,0.0
North Dakota,2/24/2020,1.0,-3.0,6.0,-3.0,4.0,0.0
Ohio,2/24/2020,2.0,-1.0,0.0,2.0,3.0,1.0
Oklahoma,2/24/2020,0.0,-1.0,-13.0,1.0,2.0,1.0
Oregon,2/24/2020,5.0,1.0,28.0,3.0,4.0,-1.0
Pennsylvania,2/24/2020,3.0,0.0,36.0,2.0,3.0,0.0
Rhode Island,2/24/2020,7.0,-2.0,87.0,3.0,4.0,-1.0
South Carolina,2/24/2020,-1.0,-2.0,-8.0,-1.0,3.0,1.0
South Dakota,2/24/2020,-5.0,6.0,-4.0,-1.0,4.0,1.0
Tennessee,2/24/2020,-2.0,-4.0,-19.0,0.0,2.0,2.0
Texas,2/24/2020,2.0,1.0,1.0,2.0,3.0,0.0
Utah,2/24/2020,5.0,8.0,7.0,5.0,3.0,0.0
Vermont,2/24/2020,8.0,3.0,20.0,7.0,-8.0,1.0
Virginia,2/24/2020,1.0,0.0,4.0,1.0,5.0,0.0
Washington,2/24/2020,3.0,-1.0,15.0,3.0,4.0,-1.0
West Virginia,2/24/2020,4.0,-1.0,4.0,4.0,2.0,1.0
Wisconsin,2/24/2020,2.0,5.0,9.0,-1.0,3.0,0.0
Wyoming,2/24/2020,-2.0,4.0,-1.0,-3.0,3.0,1.0
Alabama,2/25/2020,7.0,3.0,27.0,7.0,-1.0,0.0
Alaska,2/25/2020,6.0,-1.0,1.0,-1.0,3.0,0.0
Arizona,2/25/2020,5.0,2.0,9.0,7.0,3.0,0.0
Arkansas,2/25/2020,7.0,1.0,15.0,3.0,2.0,0.0
California,2/25/2020,3.0,1.0,20.0,3.0,3.0,-1.0
Colorado,2/25/2020,-3.0,-4.0,-25.0,-2.0,2.0,1.0
Connecticut,2/25/2020,1.0,-1.0,4.0,1.0,2.0,0.0
Delaware,2/25/2020,1.0,-3.0,-10.0,-4.0,2.0,1.0
District of Columbia,2/25/2020,3.0,-6.0,9.0,5.0,2.0,0.0
Florida,2/25/2020,3.0,1.0,6.0,5.0,2.0,0.0
Georgia,2/25/2020,5.0,2.0,9.0,1.0,2.0,0.0
Hawaii,2/25/2020,1.0,0.0,5.0,1.0,0.0,1.0
Idaho,2/25/2020,6.0,5.0,30.0,9.0,2.0,-1.0
Illinois,2/25/2020,-1.0,-1.0,-3.0,-3.0,1.0,1.0
Indiana,2/25/2020,2.0,2.0,-4.0,3.0,2.0,0.0
Iowa,2/25/2020,-2.0,3.0,7.0,-4.0,1.0,1.0
Kansas,2/25/2020,2.0,-4.0,1.0,-5.0,1.0,1.0
Kentucky,2/25/2020,5.0,5.0,4.0,4.0,3.0,0.0
Louisiana,2/25/2020,16.0,7.0,46.0,24.0,-37.0,5.0
Maine,2/25/2020,4.0,0.0,11.0,6.0,3.0,0.0
Maryland,2/25/2020,1.0,-3.0,-6.0,-1.0,3.0,0.0
Massachusetts,2/25/2020,2.0,-3.0,12.0,2.0,3.0,0.0
Michigan,2/25/2020,4.0,3.0,2.0,5.0,2.0,0.0
Minnesota,2/25/2020,5.0,2.0,3.0,6.0,2.0,0.0
Mississippi,2/25/2020,10.0,3.0,24.0,10.0,-4.0,0.0
Missouri,2/25/2020,2.0,0.0,2.0,-1.0,2.0,0.0
Montana,2/25/2020,4.0,1.0,10.0,6.0,2.0,0.0
Nebraska,2/25/2020,2.0,-3.0,10.0,0.0,1.0,1.0
Nevada,2/25/2020,5.0,3.0,6.0,2.0,-2.0,1.0
New Hampshire,2/25/2020,4.0,-3.0,14.0,10.0,-10.0,1.0
New Jersey,2/25/2020,-1.0,-3.0,-9.0,-1.0,2.0,0.0
New Mexico,2/25/2020,4.0,3.0,-3.0,4.0,3.0,0.0
New York,2/25/2020,-1.0,-2.0,-1.0,-1.0,3.0,0.0
North Carolina,2/25/2020,5.0,0.0,17.0,4.0,3.0,0.0
North Dakota,2/25/2020,1.0,-3.0,-2.0,4.0,2.0,0.0
Ohio,2/25/2020,4.0,0.0,2.0,4.0,2.0,0.0
Oklahoma,2/25/2020,4.0,1.0,8.0,3.0,2.0,0.0
Oregon,2/25/2020,8.0,4.0,44.0,4.0,2.0,-1.0
Pennsylvania,2/25/2020,4.0,-1.0,1.0,1.0,2.0,0.0
Rhode Island,2/25/2020,4.0,-3.0,18.0,5.0,2.0,0.0
South Carolina,2/25/2020,6.0,1.0,-1.0,3.0,2.0,1.0
South Dakota,2/25/2020,-9.0,-4.0,-14.0,-5.0,-6.0,4.0
Tennessee,2/25/2020,8.0,3.0,27.0,4.0,3.0,-1.0
Texas,2/25/2020,6.0,2.0,12.0,3.0,3.0,-1.0
Utah,2/25/2020,7.0,9.0,22.0,3.0,3.0,-1.0
Vermont,2/25/2020,4.0,0.0,4.0,4.0,-8.0,1.0
Virginia,2/25/2020,4.0,1.0,11.0,2.0,3.0,0.0
Washington,2/25/2020,6.0,1.0,36.0,5.0,2.0,0.0
West Virginia,2/25/2020,10.0,2.0,10.0,3.0,2.0,0.0
Wisconsin,2/25/2020,0.0,-1.0,8.0,0.0,2.0,0.0
Wyoming,2/25/2020,-1.0,2.0,-5.0,-3.0,0.0,3.0
Alabama,2/26/2020,16.0,5.0,7.0,11.0,0.0,-1.0
Alaska,2/26/2020,12.0,6.0,7.0,2.0,3.0,0.0
Arizona,2/26/2020,9.0,4.0,10.0,9.0,2.0,-1.0
Arkansas,2/26/2020,16.0,5.0,8.0,5.0,3.0,-2.0
California,2/26/2020,5.0,3.0,16.0,3.0,2.0,-1.0
Colorado,2/26/2020,7.0,5.0,2.0,3.0,2.0,-1.0
Connecticut,2/26/2020,5.0,1.0,3.0,2.0,2.0,0.0
Delaware,2/26/2020,7.0,2.0,0.0,3.0,2.0,-1.0
District of Columbia,2/26/2020,3.0,-3.0,-7.0,6.0,1.0,0.0
Florida,2/26/2020,5.0,1.0,-9.0,4.0,1.0,0.0
Georgia,2/26/2020,9.0,3.0,5.0,4.0,1.0,-1.0
Hawaii,2/26/2020,2.0,2.0,9.0,-1.0,1.0,0.0
Idaho,2/26/2020,9.0,8.0,24.0,7.0,3.0,-1.0
Illinois,2/26/2020,0.0,-1.0,-3.0,-1.0,-1.0,1.0
Indiana,2/26/2020,1.0,-3.0,-7.0,2.0,-1.0,2.0
Iowa,2/26/2020,7.0,10.0,6.0,5.0,4.0,-1.0
Kansas,2/26/2020,12.0,7.0,12.0,5.0,4.0,-2.0
Kentucky,2/26/2020,9.0,7.0,-6.0,3.0,2.0,0.0
Louisiana,2/26/2020,19.0,10.0,25.0,18.0,-8.0,0.0
Maine,2/26/2020,12.0,9.0,8.0,12.0,2.0,-1.0
Maryland,2/26/2020,3.0,1.0,-2.0,1.0,2.0,0.0
Massachusetts,2/26/2020,5.0,0.0,3.0,5.0,2.0,0.0
Michigan,2/26/2020,-8.0,-9.0,-12.0,1.0,-11.0,5.0
Minnesota,2/26/2020,6.0,2.0,-1.0,6.0,2.0,-1.0
Mississippi,2/26/2020,22.0,8.0,9.0,15.0,-1.0,-1.0
Missouri,2/26/2020,13.0,2.0,-14.0,8.0,4.0,-2.0
Montana,2/26/2020,9.0,3.0,-1.0,5.0,2.0,-1.0
Nebraska,2/26/2020,10.0,6.0,15.0,6.0,2.0,-1.0
Nevada,2/26/2020,9.0,6.0,12.0,6.0,2.0,-1.0
New Hampshire,2/26/2020,8.0,1.0,-1.0,6.0,-10.0,1.0
New Jersey,2/26/2020,3.0,1.0,0.0,2.0,2.0,0.0
New Mexico,2/26/2020,12.0,9.0,6.0,6.0,3.0,-1.0
New York,2/26/2020,4.0,3.0,-1.0,0.0,3.0,0.0
North Carolina,2/26/2020,9.0,1.0,11.0,7.0,3.0,-2.0
North Dakota,2/26/2020,7.0,0.0,10.0,7.0,2.0,-1.0
Ohio,2/26/2020,6.0,2.0,-3.0,3.0,1.0,0.0
Oklahoma,2/26/2020,15.0,7.0,5.0,10.0,4.0,-2.0
Oregon,2/26/2020,11.0,6.0,51.0,6.0,2.0,-1.0
Pennsylvania,2/26/2020,7.0,4.0,8.0,5.0,2.0,-1.0
Rhode Island,2/26/2020,8.0,-1.0,7.0,4.0,2.0,-1.0
South Carolina,2/26/2020,10.0,2.0,-7.0,8.0,2.0,-1.0
South Dakota,2/26/2020,6.0,10.0,3.0,6.0,2.0,-1.0
Tennessee,2/26/2020,10.0,5.0,0.0,5.0,3.0,-1.0
Texas,2/26/2020,10.0,6.0,0.0,5.0,4.0,-1.0
Utah,2/26/2020,10.0,10.0,26.0,6.0,2.0,-1.0
Vermont,2/26/2020,6.0,1.0,-5.0,7.0,-9.0,2.0
Virginia,2/26/2020,7.0,4.0,7.0,6.0,2.0,-1.0
Washington,2/26/2020,9.0,4.0,48.0,7.0,2.0,-1.0
West Virginia,2/26/2020,14.0,3.0,7.0,5.0,2.0,-1.0
Wisconsin,2/26/2020,4.0,1.0,6.0,1.0,2.0,0.0
Wyoming,2/26/2020,8.0,9.0,2.0,5.0,2.0,-1.0
Alabama,2/27/2020,12.0,6.0,14.0,9.0,2.0,-1.0
Alaska,2/27/2020,10.0,6.0,13.0,9.0,2.0,-1.0
Arizona,2/27/2020,9.0,4.0,17.0,6.0,2.0,-1.0
Arkansas,2/27/2020,16.0,7.0,28.0,6.0,3.0,-2.0
California,2/27/2020,5.0,3.0,14.0,3.0,2.0,-1.0
Colorado,2/27/2020,7.0,6.0,14.0,2.0,2.0,-1.0
Connecticut,2/27/2020,3.0,1.0,4.0,3.0,3.0,0.0
Delaware,2/27/2020,6.0,3.0,-2.0,2.0,2.0,0.0
District of Columbia,2/27/2020,5.0,-6.0,-5.0,6.0,0.0,0.0
Florida,2/27/2020,8.0,6.0,2.0,7.0,2.0,-1.0
Georgia,2/27/2020,10.0,5.0,6.0,6.0,2.0,-1.0
Hawaii,2/27/2020,3.0,4.0,3.0,-1.0,0.0,0.0
Idaho,2/27/2020,10.0,8.0,47.0,10.0,3.0,-1.0
Illinois,2/27/2020,6.0,4.0,4.0,2.0,2.0,0.0
Indiana,2/27/2020,7.0,3.0,0.0,6.0,-1.0,1.0
Iowa,2/27/2020,5.0,3.0,13.0,0.0,2.0,0.0
Kansas,2/27/2020,8.0,0.0,19.0,4.0,2.0,-1.0
Kentucky,2/27/2020,9.0,6.0,-2.0,2.0,-1.0,0.0
Louisiana,2/27/2020,14.0,8.0,17.0,13.0,-3.0,0.0
Maine,2/27/2020,-10.0,-11.0,-16.0,-9.0,-5.0,5.0
Maryland,2/27/2020,3.0,0.0,-4.0,-1.0,2.0,0.0
Massachusetts,2/27/2020,4.0,0.0,-1.0,5.0,3.0,0.0
Michigan,2/27/2020,1.0,-3.0,-7.0,7.0,-8.0,3.0
Minnesota,2/27/2020,3.0,1.0,-5.0,4.0,2.0,0.0
Mississippi,2/27/2020,18.0,7.0,18.0,12.0,2.0,-2.0
Missouri,2/27/2020,8.0,4.0,10.0,5.0,4.0,-1.0
Montana,2/27/2020,12.0,3.0,8.0,8.0,1.0,-1.0
Nebraska,2/27/2020,6.0,2.0,14.0,7.0,2.0,0.0
Nevada,2/27/2020,8.0,5.0,12.0,5.0,1.0,-1.0
New Hampshire,2/27/2020,1.0,-7.0,-6.0,5.0,-11.0,3.0
New Jersey,2/27/2020,2.0,1.0,2.0,2.0,1.0,0.0
New Mexico,2/27/2020,13.0,10.0,24.0,11.0,1.0,-1.0
New York,2/27/2020,-1.0,-2.0,-4.0,0.0,0.0,1.0
North Carolina,2/27/2020,11.0,3.0,6.0,9.0,2.0,-1.0
North Dakota,2/27/2020,8.0,-1.0,9.0,5.0,2.0,0.0
Ohio,2/27/2020,2.0,0.0,-6.0,2.0,-3.0,2.0
Oklahoma,2/27/2020,15.0,9.0,25.0,10.0,3.0,-2.0
Oregon,2/27/2020,10.0,5.0,49.0,8.0,1.0,-1.0
Pennsylvania,2/27/2020,3.0,-1.0,0.0,2.0,1.0,1.0
Rhode Island,2/27/2020,7.0,-3.0,5.0,3.0,2.0,0.0
South Carolina,2/27/2020,13.0,5.0,9.0,13.0,2.0,-1.0
South Dakota,2/27/2020,7.0,8.0,6.0,8.0,0.0,-1.0
Tennessee,2/27/2020,11.0,5.0,13.0,8.0,2.0,-1.0
Texas,2/27/2020,11.0,6.0,25.0,7.0,2.0,-2.0
Utah,2/27/2020,10.0,12.0,37.0,8.0,2.0,-1.0
Vermont,2/27/2020,-5.0,-7.0,-21.0,-6.0,-8.0,3.0
Virginia,2/27/2020,6.0,4.0,4.0,6.0,2.0,-1.0
Washington,2/27/2020,9.0,4.0,57.0,9.0,2.0,-1.0
West Virginia,2/27/2020,5.0,-3.0,-8.0,3.0,-3.0,2.0
Wisconsin,2/27/2020,5.0,1.0,5.0,4.0,2.0,0.0
Wyoming,2/27/2020,9.0,7.0,4.0,9.0,2.0,-1.0
Alabama,2/28/2020,12.0,6.0,20.0,10.0,1.0,-1.0
Alaska,2/28/2020,12.0,5.0,13.0,8.0,6.0,-2.0
Arizona,2/28/2020,7.0,5.0,10.0,7.0,3.0,-1.0
Arkansas,2/28/2020,18.0,9.0,48.0,6.0,3.0,-3.0
California,2/28/2020,4.0,4.0,10.0,2.0,3.0,-1.0
Colorado,2/28/2020,7.0,7.0,24.0,4.0,3.0,-2.0
Connecticut,2/28/2020,4.0,0.0,1.0,3.0,3.0,0.0
Delaware,2/28/2020,7.0,3.0,-3.0,1.0,3.0,-1.0
District of Columbia,2/28/2020,3.0,-3.0,-5.0,3.0,1.0,-1.0
Florida,2/28/2020,5.0,4.0,4.0,5.0,1.0,-1.0
Georgia,2/28/2020,9.0,4.0,30.0,7.0,2.0,-2.0
Hawaii,2/28/2020,2.0,2.0,-1.0,-1.0,2.0,-1.0
Idaho,2/28/2020,10.0,7.0,46.0,9.0,1.0,-2.0
Illinois,2/28/2020,6.0,4.0,5.0,7.0,0.0,-1.0
Indiana,2/28/2020,8.0,2.0,8.0,9.0,1.0,-1.0
Iowa,2/28/2020,11.0,11.0,15.0,6.0,5.0,-3.0
Kansas,2/28/2020,17.0,3.0,62.0,15.0,8.0,-5.0
Kentucky,2/28/2020,10.0,9.0,12.0,3.0,2.0,-1.0
Louisiana,2/28/2020,11.0,8.0,22.0,10.0,-2.0,0.0
Maine,2/28/2020,8.0,1.0,2.0,9.0,2.0,0.0
Maryland,2/28/2020,2.0,0.0,4.0,1.0,3.0,0.0
Massachusetts,2/28/2020,5.0,1.0,-2.0,7.0,3.0,0.0
Michigan,2/28/2020,2.0,-2.0,-2.0,15.0,0.0,0.0
Minnesota,2/28/2020,5.0,3.0,0.0,8.0,2.0,-1.0
Mississippi,2/28/2020,15.0,8.0,18.0,10.0,1.0,-3.0
Missouri,2/28/2020,17.0,4.0,37.0,13.0,18.0,-3.0
Montana,2/28/2020,11.0,6.0,20.0,8.0,1.0,-1.0
Nebraska,2/28/2020,12.0,9.0,33.0,11.0,4.0,-3.0
Nevada,2/28/2020,6.0,4.0,12.0,2.0,2.0,-1.0
New Hampshire,2/28/2020,2.0,-2.0,5.0,4.0,-10.0,2.0
New Jersey,2/28/2020,2.0,1.0,2.0,2.0,3.0,0.0
New Mexico,2/28/2020,12.0,14.0,15.0,9.0,5.0,-3.0
New York,2/28/2020,1.0,0.0,-9.0,0.0,3.0,1.0
North Carolina,2/28/2020,12.0,4.0,20.0,13.0,3.0,-2.0
North Dakota,2/28/2020,8.0,0.0,13.0,9.0,5.0,0.0
Ohio,2/28/2020,4.0,1.0,7.0,7.0,1.0,0.0
Oklahoma,2/28/2020,15.0,7.0,33.0,13.0,3.0,-2.0
Oregon,2/28/2020,8.0,4.0,24.0,7.0,3.0,-1.0
Pennsylvania,2/28/2020,4.0,2.0,2.0,4.0,3.0,0.0
Rhode Island,2/28/2020,8.0,-1.0,2.0,7.0,4.0,-1.0
South Carolina,2/28/2020,12.0,5.0,11.0,15.0,1.0,-2.0
South Dakota,2/28/2020,12.0,13.0,13.0,9.0,2.0,-1.0
Tennessee,2/28/2020,9.0,4.0,12.0,9.0,1.0,-1.0
Texas,2/28/2020,10.0,8.0,18.0,7.0,1.0,-2.0
Utah,2/28/2020,8.0,14.0,48.0,10.0,5.0,-2.0
Vermont,2/28/2020,3.0,0.0,-6.0,8.0,-9.0,2.0
Virginia,2/28/2020,6.0,4.0,7.0,6.0,2.0,-1.0
Washington,2/28/2020,7.0,2.0,31.0,6.0,3.0,-2.0
West Virginia,2/28/2020,8.0,0.0,-3.0,3.0,-1.0,1.0
Wisconsin,2/28/2020,5.0,0.0,7.0,8.0,2.0,0.0
Wyoming,2/28/2020,10.0,12.0,20.0,17.0,3.0,-2.0
Alabama,2/29/2020,15.0,10.0,55.0,20.0,5.0,-3.0
Alaska,2/29/2020,13.0,9.0,9.0,12.0,5.0,-2.0
Arizona,2/29/2020,6.0,6.0,14.0,7.0,2.0,-2.0
Arkansas,2/29/2020,17.0,11.0,70.0,8.0,4.0,-3.0
California,2/29/2020,4.0,4.0,15.0,1.0,2.0,-1.0
Colorado,2/29/2020,5.0,8.0,5.0,4.0,4.0,-1.0
